ID,Name,Description,CLTS_BIPA,CLTS_Name
i_u026Au0330,ɪ̰,creaky unrounded near-close near-front vowel,,
y_u028E,ʎ,voiced palatal lateral approximant consonant,,
ts_u0074u032Au0073u032Au02BC,t̪s̪ʼ,voiceless dental ejective sibilant affricate consonant,,
ae_u00E6u0303u02D0,æ̃ː,long nasalized unrounded near-open front vowel,,
t_u0074u02E4,tˤ,pharyngealized voiceless alveolar stop consonant,,
o_u00F8,ø,rounded close-mid front vowel,,
jae_u006Au00E6,jæ,from non-syllabic unrounded close front to unrounded near-open front diphthong,,
ch_u0063u02B0,cʰ,aspirated voiceless palatal stop consonant,,
ew_u025Bu0077,ɛw,from unrounded open-mid front to non-syllabic rounded close back diphthong,,
e_u0028u025Bu0303u0029,(ɛ̃),nasalized unrounded open-mid front vowel,,
e_u025Bu031Eu02D0,ɛ̞ː,long lowered unrounded open-mid front vowel,,
nd_u207Fu0064u032A,ⁿd̪,pre-nasalized voiced dental stop consonant,,
khw_u006Bu02B0u02B7,kʰʷ,labialized aspirated voiceless velar stop consonant,,
o_u006Fu0259,oə,from rounded close-mid back to unrounded mid central diphthong,,
x_u0078,x,voiceless velar fricative consonant,,
p_u0070u02E4,pˤ,pharyngealized voiceless bilabial stop consonant,,
nkj_u207Fu006Bu02B2,ⁿkʲ,pre-nasalized palatalized voiceless velar stop consonant,,
e_u025Bu0259,ɛə,from unrounded open-mid front to unrounded mid central diphthong,,
o_u0254u031C,ɔ̜,less-rounded rounded open-mid back vowel,,
e_u0065u0306,ĕ,ultra-short unrounded close-mid front vowel,,
w_u028Cu0077,ʌw,from unrounded open-mid back to non-syllabic rounded close back diphthong,,
wai_u0077u0061u0069,wai,,,
o_u006Fu02D0u02D0,oːː,ultra-long rounded close-mid back vowel,,
u_u0264u031F,ɤ̟,advanced unrounded close-mid back vowel,,
ai_u0251u02D0u0069,ɑːi,from long unrounded open back to unrounded close front diphthong,,
hj_u0127u0303u02B2,ħ̃ʲ,nasalized palatalized voiceless pharyngeal fricative consonant,,
oe_u0153u0303u02D0,œ̃ː,long nasalized rounded open-mid front vowel,,
ou_u0254u028A,ɔʊ,from rounded open-mid back to rounded near-close near-back diphthong,,
oy_u0275u0079,ɵy,from rounded close-mid central to rounded close front diphthong,,
_u0295,ʕ,voiced pharyngeal fricative consonant,,
wei_u0077u0065u0069,wei,,,
w_u026F,ɯ,unrounded close back vowel,,
r_u0281u031E,ʁ̞,voiced uvular approximant consonant,,
w_u0077,w,voiced labio-velar approximant consonant,,
u_u0264u02D0,ɤː,long unrounded close-mid back vowel,,
ht_u02B0u0074u02D0,ʰtː,pre-aspirated long voiceless alveolar stop consonant,,
a_u0061u0324u02D0,a̤ː,long breathy unrounded open front vowel,,
l_u026B,ɫ,velarized voiced alveolar lateral approximant consonant,,
gh_u0067u02B0,gʰ,aspirated voiced velar stop consonant,,
ts_u0074u033Bu0073u033B,t̻s̻,voiceless laminal alveolar sibilant affricate consonant,,
ua_u0075u0061,ua,from rounded close back to unrounded open front diphthong,,
thj_u0074u02B0u02B2,tʰʲ,palatalized aspirated voiceless alveolar stop consonant,,
ji_u006Au0069,ji,from non-syllabic unrounded close front to unrounded close front diphthong,,
sj_u0073u02B2u02D0,sʲː,palatalized long voiceless alveolar sibilant fricative consonant,,
nj_u006Eu0325u02B2u02D0,n̥ʲː,palatalized long devoiced voiced alveolar nasal consonant,,
jei_u006Au025Bu0069u032F,jɛi̯,,,
khr_u006Bu02B0u02DE,kʰ˞,,,
gj_u0028u0067u02B2u0029,(gʲ),palatalized voiced velar stop consonant,,
oei_u0153u0069,œi,from rounded open-mid front to unrounded close front diphthong,,
ng_u014Bu0329,ŋ̩,syllabic voiced velar nasal consonant,,
gw_u0067u02B7,gʷ,labialized voiced velar stop consonant,,
u_u028Au02D0,ʊː,long rounded near-close near-back vowel,,
tc_u0074u0255u02BC,tɕʼ,voiceless alveolo-palatal ejective sibilant affricate consonant,,
dz_u0064u0291,dʑ,voiced alveolo-palatal sibilant affricate consonant,,
o_u0275u031F,ɵ̟,advanced rounded close-mid central vowel,,
ts_u0074u0073u032A,ts̪,voiceless dental sibilant affricate consonant,,
i_u0268u031Eu02D0,ɨ̞ː,long lowered unrounded close central vowel,,
kw_u006Bu02BCu02B7,kʼʷ,labialized voiceless velar ejective stop consonant,,
y_u0079u02D0,yː,long rounded close front vowel,,
f_u0066u0329,f̩,syllabic voiceless labio-dental fricative consonant,,
s_u0282,ʂ,voiceless retroflex sibilant fricative consonant,,
bj_u0062u02B2,bʲ,palatalized voiced bilabial stop consonant,,
mj_u006Du02B2u02D0,mʲː,palatalized long voiced bilabial nasal consonant,,
y_u0079u0259u032F,yə̯,from rounded close front to non-syllabic unrounded mid central diphthong,,
i_u0259u0069u032F,əi̯,from unrounded mid central to non-syllabic unrounded close front diphthong,,
tsw_u0074u032Au0073u032Au02BCu02B7,t̪s̪ʼʷ,labialized voiceless dental ejective sibilant affricate consonant,,
au_u0061u028A,aʊ,from unrounded open front to rounded near-close near-back diphthong,,
nh_u006Eu02B1,nʱ,breathy voiced alveolar nasal consonant,,
r_u0281,ʁ,voiced uvular fricative consonant,,
h_u0267,ɧ,voiceless palatal-velar fricative consonant,,
tsj_u0074u032Au02E2u02B2,t̪ˢʲ,palatalized with-sibilant-release voiceless dental stop consonant,,
dz_u0064u0292,dʒ,voiced post-alveolar sibilant affricate consonant,,
tsw_u0074u0073u0302u02B7u02BC,tŝʷʼ,labialized voiceless post-alveolar ejective sibilant affricate consonant,,
r_u027D,ɽ,voiced retroflex tap consonant,,
xj_u0078u02B2,xʲ,palatalized voiceless velar fricative consonant,,
jai_u006Au0061u0069,jai,,,
_u0259u0306,ə̆,ultra-short unrounded mid central vowel,,
a_u0061u0303,ã,nasalized unrounded open front vowel,,
sw_u0283u02B7,ʃʷ,labialized voiceless post-alveolar sibilant fricative consonant,,
xw_u0078u02D0u02B7,xːʷ,labialized long voiceless velar fricative consonant,,
d_u0064u032Au033B,d̪̻,voiced laminal dental stop consonant,,
y_u0265u030A,ɥ̊,devoiced voiced labio-palatal approximant consonant,,
hk_u02B0u006B,ʰk,pre-aspirated voiceless velar stop consonant,,
ui_u0075u0303u0069,ũi,from nasalized rounded close back to unrounded close front diphthong,,
e_u025Cu0339u02D0,ɜ̹ː,long more-rounded unrounded open-mid central vowel,,
ao_u0061u0275u032F,aɵ̯,from unrounded open front to non-syllabic rounded close-mid central diphthong,,
vj_u0076u02B2,vʲ,palatalized voiced labio-dental fricative consonant,,
ei_u0065u0330u026Au0330,ḛɪ̰,from creaky unrounded close-mid front to creaky unrounded near-close near-front diphthong,,
u_u0075u02E4,uˤ,pharyngealized rounded close back vowel,,
ae_u0061u0065u032F,ae̯,from unrounded open front to non-syllabic unrounded close-mid front diphthong,,
nj_u207Fu025F,ⁿɟ,pre-nasalized voiced palatal stop consonant,,
dg_u0064u032Au02E0,d̪ˠ,velarized voiced dental stop consonant,,
ndz_u207Fu0064u0292,ⁿdʒ,pre-nasalized voiced post-alveolar affricate consonant,,
nth_u207Fu0074u02B0,ⁿtʰ,pre-nasalized aspirated voiceless alveolar stop consonant,,
dzh_u0064u0292u02B0,dʒʰ,aspirated voiced post-alveolar sibilant affricate consonant,,
y_u0079u031E,y̞,lowered rounded close front vowel,,
hwk_u02B0u02B7u006B,ʰʷk,pre-labialized voiceless velar stop consonant,,
tch_u0074u0255u02B0,tɕʰ,aspirated voiceless alveolo-palatal sibilant affricate consonant,,
dj_u0064u02B2,dʲ,palatalized voiced alveolar stop consonant,,
kx_u006Bu0078,kx,voiceless velar affricate consonant,,
aw_u0061u02D0u026F,aːɯ,from long unrounded open front to unrounded close back diphthong,,
o_u00F8u031E,ø̞,rounded mid front vowel,,
aj_u0061u0303u006A,ãj,from nasalized unrounded open front to non-syllabic unrounded close front diphthong,,
b_u03B2u02D0,βː,long voiced bilabial fricative consonant,,
wo_u0077u0254u02D0,wɔː,from non-syllabic rounded close back to long rounded open-mid back diphthong,,
u_u0075u028C,uʌ,from rounded close back to unrounded open-mid back diphthong,,
r_u0259u02DEu02D0,ə˞ː,long rhotacized unrounded mid central vowel,,
s_u0073u032A,s̪,voiceless dental sibilant fricative consonant,,
ua_u0075u0251u0303,uɑ̃,from rounded close back to nasalized unrounded open back diphthong,,
_u0259u031Eu0306,ə̞̆,ultra-short lowered unrounded mid central vowel,,
ndz_u207Fu0064u0291,ⁿdʑ,pre-nasalized voiced alveolo-palatal sibilant affricate consonant,,
r_u0072u0329u02D0,r̩ː,syllabic long voiced alveolar trill consonant,,
ie_u0069u025C,iɜ,from unrounded close front to unrounded open-mid central diphthong,,
i_u0069u031E,i̞,lowered unrounded close front vowel,,
aeu_u00E6u02D0u028A,æːʊ,from long unrounded near-open front to rounded near-close near-back diphthong,,
s_u0283u02BC,ʃʼ,voiceless post-alveolar ejective sibilant fricative consonant,,
oee_u0153u0303u025Bu0303,œ̃ɛ̃,from nasalized rounded open-mid front to nasalized unrounded open-mid front diphthong,,
p_u0070u02BC,pʼ,voiceless bilabial ejective stop consonant,,
z_u0290,ʐ,voiced retroflex sibilant fricative consonant,,
nd_u207Fu0064,ⁿd,pre-nasalized voiced alveolar stop consonant,,
rj_u0281u02B2,ʁʲ,palatalized voiced uvular fricative consonant,,
lz_u026E,ɮ,voiced alveolar lateral fricative consonant,,
nj_u006Eu02B2u02D0,nʲː,palatalized long voiced alveolar nasal consonant,,
e_u025Bu0320,ɛ̠,retracted unrounded open-mid front vowel,,
yi_u0079u0069,yi,from rounded close front to unrounded close front diphthong,,
s_u0285,ʅ,unrounded close with-friction central vowel,,
bh_u0062u0324u02B1,b̤ʱ,breathy voiced bilabial stop consonant,,
w_u0259u026F,əɯ,from unrounded mid central to unrounded close back diphthong,,
e_u0258u0320,ɘ̠,retracted unrounded close-mid central vowel,,
dz_u0064u0325u0291u0325,d̥ʑ̥,devoiced voiced alveolo-palatal sibilant affricate consonant,,
au_u0061u0075u02D0,auː,from unrounded open front to long rounded close back diphthong,,
tw_u0074u032Au02B7,t̪ʷ,labialized voiceless dental stop consonant,,
ia_u0268u0061u0320,ɨa̠,from unrounded close central to retracted unrounded open front diphthong,,
i_u026Au031E,ɪ̞,lowered unrounded near-close near-front vowel,,
tl_u0074u026Cu02BC,tɬʼ,voiceless alveolar ejective lateral affricate consonant,,
v_u0076u0329,v̩,syllabic voiced labio-dental fricative consonant,,
jaei_u006Au00E6u0069,jæi,,,
gh_u0067u0324u02B1,g̤ʱ,breathy voiced velar stop consonant,,
khw_u03C7u02E4u02B7,χˤʷ,labialized pharyngealized voiceless uvular fricative consonant,,
s_u0283,ʃ,voiceless post-alveolar sibilant fricative consonant,,
aei_u00E6u0303u026Au032Fu0303,æ̃ɪ̯̃,from nasalized unrounded near-open front to non-syllabic nasalized unrounded near-close near-front diphthong,,
t_u0074u033Au032A,t̺̪,voiceless apical alveolar stop consonant,,
m_u006Du0329,m̩,syllabic voiced bilabial nasal consonant,,
tc_u0074u0255u02D0,tɕː,long voiceless alveolo-palatal sibilant affricate consonant,,
qkh_u0071u03C7,qχ,voiceless uvular affricate consonant,,
o_u0275u0306,ɵ̆,ultra-short rounded close-mid central vowel,,
i_u0259u02D0u0069,əːi,from long unrounded mid central to unrounded close front diphthong,,
kw_u006Bu02B7u02BC,kʷʼ,labialized voiceless velar ejective stop consonant,,
dj_u0256u02B2,ɖʲ,palatalized voiced retroflex stop consonant,,
l_u006Cu033A,l̺,voiced apical alveolar lateral approximant consonant,,
u_u0075u02D0u0303,uː̃,long nasalized rounded close back vowel,,
